Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
"một quán cafe gồm cả đồ ăn nhanh đồ uống rồi view đẹp thì khá ít ở mãnh đất võ quy nhơn này nhỉ. quán này view cute lãng mạn, rất chịu đầu tư về view tới những dịp lễ, không gian quán rộng rãi nên yên tâm về giờ cao điểm không có chổ ngồi nhất là dịp tết này. nước của quán khá là ngon, mình rất thích cách phục vụ thân thiện niềm nở của những bạn nhân viên. mình nghe bạn mình kể thức ăn nhanh ở đấy ngon nhưng chưa có dịp ăn thử xem như thế nào. có dịp sẽ ghé lại quán",0,0,0,5,0,0
"đồ ăn ngon, hải sản tươi, quán sạch, nhân viên dễ thương. được thưởng thức món tôm hùm tươi, nấu cháo ngon.
thực đơn tôm hùm baby, cua huỳnh đế, và thêm vài món chưa đến triệu đồng.",0,0,0,5,0,0
"khu trung tâm, tiện lợi. phòng đẹp, sạch sẽ.",0,5,0,0,0,0
"hôm qua ba về quê nên thay mặt nhà đi ăn đám cưới con cô hàng xóm. suýt nhầm với khách sạn sài gòn quy nhơn, bà con chú ý nha. có nhà hàng tầng hai với cả tầng ba nữa. không gian khá rộng nhưng trần nhà hơi thấp, tạo cảm giác bí. trang trí đẹp, lung linh ghê luôn, âm thanh, ánh sáng ổn, đoàn vũ công biểu diễn tốt. đồ ăn cũng ngon, có mấy món nướng không ok lắm. thịt bò nướng giấy bạc bị khô, gà nướng mật ong thì không thấm lắm. nhân viên không nhiệt tình, kiểu hơi lơ là
",0,0,2,3,0,0
i go this store by chance. it is a peasant food store. but it was a nice place with service  good food. noodles here really cheap  delicious. i’m gonna keep coming back,0,0,0,5,0,0
mình đến vào buổi trưa quán khá đông. dù đông nhưng mình cũng k phải chờ quá lâu mới có đồ ăn. món ăn theo bạn đi cùng mình thì ăn khá vừa miệng. nhưng có lẽ với đứa ăn mặn như mình thì nó có hơi lạc một xíu. nhưng quán sẽ là sự lựa chọn của mình vào những ngày không nấu cơm mà vẫn muốn ăn cơm.,0,0,0,4,0,0
"tôi đã được đón bởi corp này và tài xế khăng khăng tôi đặt chiếc túi nhỏ của tôi trong cốp xe cùng với chiếc vali. 
tôi đến khách sạn của mình và anh ấy đã thay đổi từ chối đưa cho tôi chiếc túi nhỏ của tôi và khẳng định tôi đã không đưa nó cho anh ấy. anh ta từ chối mở cốp xe và để tôi nhìn, trở nên hiếu chiến, hung bạo và đe dọa tôi trước khi cướp tiền của tôi và lái xe đi.",1,0,0,0,1,0
"được nghỉ tết sớm nên mình và chị bạn hẹn nhau hú hí ở bobo station trần cao vân. không gian ở đây đẹp nhưng mình thấy hơi chật, chỗ để xe cũng không rộng mấy, nên hơi bất tiện khi đông khách. nhân viên ở đây thì khá nhiệt tình, đồ uống cũng đa dạng. mình gọi một trà sữa ôlong, nước uống thơm mùi trà, nhưng hợt nhạt. chị bạn thì khá hài lòng với thức uống của quán. chắc quán khá đông nên bàn ghế bỏ sát sát nhau, nên thấy hơi bất tiện khi nói chuyện với nhau.",0,0,0,3,0,0
"nói chung năm nào cũng đi coi vải ở đây. vải mới có nhiều, cập nhật xu hướng nhanh. có điều giá hơi cao nếu người mới đi mua, chưa biết cách nhắm tầm giá sản phẩm. vải cao cấp có nhiều",0,0,0,0,0,2
"trên hình google đẹp nhưng đến nơi thì mới thấy thực tế. đi vào giờ chiều nên đông khách du lịch.
cảnh đẹp nhưng rác rất nhiều. hy vọng ban điều hành khu du lịch trang bị thùng rác đầy đủ
bãi chỉ có highlight là mấy hòn đá to, dạng như quả trứng.
bác bảo vệ hơi làu bàu",1,0,0,0,0,0
"xe khá mới, sạch sẽ, chạy êm. trên xe phục vụ nước suối, hộp sữa, khăn giấy, mền gối đầy đủ. nhân viên tuy không lịch sự nhưng cũng khá nhiệt tình. xe khởi hành trễ hơn phút nhưng cũng tạm chấp nhận. có xe trung chuyển nội thành. nói chung dịch vụ ổn.",0,0,0,0,5,0
"chúng tôi đã làm theo các đề xuất trên tripadvisor và thực sự thất vọng. bát đĩa bẩn và thức ăn không ngon chút nào. tôi đã có một món salad bún gạo thuần chay, thật kinh khủng. món súp của bạn tôi không có chút hương vị nào. không thể giới thiệu nó.",0,0,0,2,0,0
"update/10/2018. chất lượng khá tốt. xe mới ra ngày/09/2018 phục vụ nhiệt tình. giá khai trương giảm còn.000. một lựa chọn tốt khi đi tp.hcm- tuy hoà. chúc nhà xe luôn giữ phục vụ tốt để được nhiều người ủng hộ.
",0,0,0,0,4,0
"tôi được một người bạn địa phương giới thiệu đến ăn ở đây nên tôi đoán mình đã gặp xui xẻo. địa điểm hấp dẫn, đối diện công viên, gần dinh thống nhất. dịch vụ là dễ chịu. tôi vừa gọi món chả giò tươi và một ly nước chanh. nhà hàng không bận rộn. chờ phút, hỏi, xem người khác phục vụ. cuối cùng thì những chiếc nem khá khô cũng như một đĩa nem rán bị nhầm lẫn nhanh chóng bị vứt đi. đối với tôi, không ấn tượng chút nào, nhưng những người khác dường như có đồ ăn trông ngon.",0,0,4,4,0,0
"tài xế đẹp trai nhiệt tình, phục vụ chu đáo.",0,0,0,0,5,0
"quán kiểu thoái mái, view bình thường nhưng được cái không gian thoáng, thoái mái không gò bó. đặc biệt nước siêu ngon với nhiều món lạ, quy nhơn chưa thấy. vote cho trà đào, trà đen machiato, cafe cốt dừa, đặc biệt dừa mít nghe lạ lạ mà uống cũng lạ lạ luôn. giá theo mình khá hạt dẻ. mình đi người. đang có chương trình giảm giá nên uống luônly, giá cók. nói chung mình sẽ trở lại để thử hết menu vì uống ly nào cũng ngon. hihi",0,0,0,5,0,0
"quán nhỏ nhỏ , xinh xinh . deco quán khá lạ , kiểu deco của mấy quán cf ngày xưa . chắc là quán coffe kiểu cổ nên chắc lấy tên là vậy . nói chung là phong cách deco khá ổn , nhưng buổi tối thì ánh đèn khá mờ . nhân viên phục vụ nhân nhẹn , thân thiện . giá cả ổn so với mặt bằng thành phố buổi tối thường có chương trình guitar và hát . khách cũng có thể lên hát và đàn vô tư . nước uống ngon .  thích quán ở chỗ quán khá yên tĩnh , đến đây học vào buổi chiều thì tuyệt luôn ❤️ sẽ luôn luôn ủng hộ quán ",0,0,0,5,0,0
"khe vịn mở cửa tủ quần áo hơi cạn nên khi mở hơi khó, dễ gãy móng tay, nên khoét sâu hơn hoặc có nắm cửa bên ngoài.",0,2,0,0,0,0
"nhiều dịch vụ xung quanh khách sạn như massage, giặt ủi...rất tiện",4,0,0,0,0,0
"đến quán vào tối chủ nhật, quán khá đông lên gọi món hơi lâu. các món chế biến ngon, xôi gà chiên trẻ con rất thích. giá cả hợp lý, nhân viên nhiệt tình.",0,0,0,4,0,0
"tuy ảnh hưởng mùa covid không hỗ trợ được trực tiếp nhưng hỗ trợ online với thái độ thân thiện, nhanh chóng và chính xác.",0,5,0,0,0,0
"lần đầu tiên ghé ăn nhưng rất hài lòng, chắc chắn là sẽ quay lại",0,0,0,5,0,0
"nhân viên phục vụ rất nhiệt tình, giá cả cũng tầm trung, hợp lý. khách sạn có book dùm vé đi đảo cho khách và cho thuê xe máy nên rất thuận tiện",0,5,0,0,0,0
"nước và càe tạm được nhưng phải gọi là quá đắt đỏ . nước ở đây thấp nhất làk . thái độ nhân viên thì không được thân thiện cho lắm . tuy nhiên điểm cộng là view nhìn ra biển khá đẹp  nhưng hơi lạnh  , trong phòng điều hoà thì ấm hơn nhưng không có gì đặc sắc . có thể lựa nhiều quán trong nội thành view đẹp hơn mà giá cả phải chăng hơn .",0,0,0,3,0,0
"mình book phòng view biển nhưng view không đẹp, có nhiều tòa nhà, công trình đang thi công che khuất tầm nhìn. không được đẹp như hình mô tả.",0,2,0,0,0,0
"khách sạn mới, sạch sẽ, phòng đủ rộng, nhìn ra biển. bể bơi nhỏ nhưng sạch và nhìn ra biển rất đẹp. vị trí gần biển, thuận tiện cho ăn uống, mua bán. nhân viên thân thiện và rất lễ độ.",0,5,0,0,0,0
"cám ơn bình minh tải cho mình trải nghiệm tốt. xe dừng nghỉ ở trạm xuân hưng, cơm ăn rất ngon, ngồi thành nhóm như ăn tiệc ăn được nhiều món, vui và ngon miệng hơn. giá ăn nằm trong giá vé rồi. tài xế và anh đi cùng rất nhiệt tình, sắp xếp chổ cho khách ngồi ăn đủ bàn hết rồi hai ảnh mới bắt đầu dùng bữa. xe chạy êm, ngủ rất ngon. thông báo đến nơi rồi mà mình vẫn muốn ngủ nữa  giường thì rộng rãi nha, thắt seatbelt rồi thì tha hồ nằm thoải mái, giường nằm có massage nhiều chế độ nữa. mình rất hài lòng.",0,0,0,0,5,0
"trên thực tế, một tài xế taxi khác đã cố gắng giả vờ như anh ta ở đó để đón tôi và tài xế công ty saigon tranfers của tôi đã nhanh chóng giải tán anh ta.",0,0,0,0,3,0
"quán bình dân nhưng hải sản rất tươi, ngon, đặc biệt ghẹ còn sống, tôm càng ngon, ốc nhiều loại chế biến vừa miệng, giá cả hợp lý, đi đông người có thể gọi điện thoại liên hệ đặt chỗ trước rất tiện",0,0,0,5,0,0
"gia đình đi thì đăng kí với sdt này. tham quan vào thứ và chủ nhật giờ hành chính. gọi sdt này để đăng kí trc, bác bảo vệ nói thế ấy",2,0,0,0,0,0
"quán cà phê và khách sạn, trong chính khách sạn, chúng tôi không chỉ ở trên bãi biển. họ làm sạch bãi biển và làm sạch. có một số giường tắm nắng với ô. biển sạch. nơi này thật đẹp. nhưng rất nhiều rác trên bờ biển gần làng. bạn có thể đi chèo thuyền kayak trên đảo ở đây.",0,3,0,0,0,0
hẹn với đối tác nên đi kiếm quán nào chất chất mà view đẹp thì thấy quán này. xung quanh toàn là nhà cao tầng nhưng nhìn quán cảm giác rất quán vườn. xung quanh chỗ ngồi nào cũng có cây trồng mà ko phải cây nhỏ. nên mát và rất đẹp. ngồi trong đẹp theo phong cách tuổi teen.có máy lạnh nên không hút thuốc. ngồi trước thì thoáng mát view quá đẹp luôn. tối bật đèn lên thì lung linh luôn. cảm giác không có các tòa nhà xung quanh. nước uống cũng ngon. hài lòng.,0,0,0,4,0,0
"vị trí đẹp, quản lý bộ phận lễ tân nhiệt tình, tận tình, chu đáo.",0,5,0,0,0,0
"cách âm kém, đêm hôm phòng bên cạnh cười nghe rõ. không có nhân viên hỗ trợ xách đồ. view biển nhưng trước mặt có công trình xây dựng",0,2,0,0,0,0
"nóng như thế này mà kiếm những quán trà sữa có phòng lạnh xong oder trà sữa cùng đám bạn họp chuyện thì hết sẩy vào đâu đc. quán này view khá là rộng nên tụ tập cũng không sao nhan. về nước thì có nhiều sự lựa chọn, mình thấy trà sữa ở đây khá là ngon, giá thì thấy bình dân nên hợp lý cho sinh viên học sinh nè. à còn nằm gần trường đại học quy nhơn nên sẽ bắt gặp sinh viên ở quán đông :. nhân viên phục vụ vui vẻ hòa đồng rất tốt nè,... có dịp sẽ ghé quán.",0,0,0,5,0,0
"đánh giá sao cho rạp chiếu phim starlight, hôm mình đi xem phim tối mồng tết rạp, màn hình coi mà nhòe ánh sáng xanh, đã reset màn hình lại trong lúc đang xem nhưng vẫn k hết. lần đầu xem cũng như lần cuối :",1,0,0,0,0,0
thực phẩm tốt nhưng đắt tiền cho những gì bạn nhận được,0,0,0,3,0,0
"đã trải nghiệm. tổng đài gọi báo sẽ đón trước' nhưng tài gọi điện trước tiếng, phải kiên quyết lắm mới làm tài đồng ý'. so sánh với limousine bên hoa mai thì xe nhỏ hơn nhiều. khoảng cách giữa các ghế rất chật. không có chế độ massage. mình đi chuyến đà lạt - tphcm mà đếnk so ra không đáng giá tiền.
",0,0,0,0,2,0
"đồ ăn và đồ uống đẹp mắt. thực sự rất thích rượu vang và bữa ăn, lời khen cho đầu bếp. nhân viên lịch sự và hiệu quả, ngay cả khi chúng tôi mất một chút thời gian để chọn những gì chúng tôi muốn.",5,0,0,5,0,0
"tối thứ nầy ở đây có tiệc halloween nè, vé cók mà có quá trời dịch vụ tuyệt vời luôn, bt cũng thích đến đây nge nhạc sống rồi bây giờ có thêm tiệc halloween nữa thì quá tuyệt vời luôn. nge nói có cái vẽ uv phát sáng gì nữa á nên thiệt là mong chờ quá đi thôi, ai đi thì lập kèo đi chung với mị luôn nhoaaa",0,0,0,5,0,0
"bãi biển cho du khách tắm, ở đây toàn những nhà hàng hải sản. chưa tới nơi đã có người giới thiệu dẫn đi tour ra đảo
",3,0,0,0,0,0
"cửa hàng cần quản lý lại nhân viên và cách phục vụ. khi đưa lại thẻ cho khách phải đưa luôn bill và số bàn đầy đủ, không đưa-3 lần.",0,0,0,2,0,0
"có nhiều cho chơi mới mình hay dẫn con mình qua đây chơi
",5,0,0,0,0,0
"toàn bộ chăn, gối màu trắng nhìn sạch sẽ.",0,5,0,0,0,0
quán có không gian rộng rãi thiết kế thật thơ mộng và trang nhã phù hợp với mọi lứa tuổi đặc biệt là học sinh sinh viên... menu nước đa dạng phong phú với nhiều món nước lạ hấp dẫn đánh thức mọi giác quan khi các bạn đến vui chơi và thưởng thức đồ uống ở đây... quán cũng rất là dễ tìm gần các trường học và nằm ngay giữa trung tâm thành phố... cách phục vụ của các bạn nhân viên ở đây cực kì dễ thương và vui vẻ nhé... vậy thì các bạn còn không bỏ chút thời gian mà đến quán thưởng thức và sống ảo các kiểu nào...,0,0,0,5,0,0
"nơi bán linh kiện điện tử uy tín trên toàn quốc cũng như o quy nhơn bình định. mọi người ghé xem nhé 
",0,0,0,0,0,3
"ko có cách âm, nên cải thiện",0,4,0,0,0,0
"shop tư vấn rất nhiệt tình, nhân viên rất hoà đồng, đủ đồ cho bé... mình rất hài lòng... mọi ng ghé shop nha... rất đủ đồ dành cho mẹ và bé... rẻ hơn mọi shop trên quy nhơn
",0,0,0,0,0,5
